NR_CONVENIO;NR_PARCELA_CRONO_DESEMBOLSO;MES_CRONO_DESEMBOLSO;ANO_CRONO_DESEMBOLSO;TIPO_RESP_CRONO_DESEMBOLSO;VALOR_PARCELA_CRONO_DESEMBOLSO
922266;4;12;2021;Convenente;11560,98
922266;5;5;2022;Convenente;3853,65
922266;6;8;2022;Convenente;3853,65
917788;1;3;2022;Concedente;250484
917788;2;3;2022;Convenente;1516
917952;1;3;2022;Concedente;250484
938891;1;2;2023;Concedente;477500
938891;2;2;2023;Convenente;1000
938833;1;1;2023;Convenente;27000
938833;2;1;2023;Concedente;2483000
938833;3;2;2023;Concedente;4463350
938833;4;3;2023;Concedente;4463350
938833;5;4;2023;Concedente;1005300
940352;1;6;2024;Concedente;477500
940352;2;6;2024;Convenente;23247,31
938895;1;11;2023;Concedente;955000
938895;2;11;2023;Convenente;1000
938805;1;1;2023;Concedente;573000
938805;2;3;2023;Concedente;1146000
938805;3;5;2023;Concedente;1146000
938805;4;1;2023;Convenente;2000
938805;5;3;2023;Convenente;4000
938805;6;5;2023;Convenente;4000
938850;1;10;2025;Concedente;955000
938850;2;9;2025;Convenente;256052,1
939412;1;12;2022;Concedente;957183,8
939412;2;4;2023;Concedente;2392959,5
939412;3;12;2022;Convenente;2871,55
939412;4;9;2023;Concedente;1435775,7
939412;5;4;2023;Convenente;7178,88
939412;6;9;2023;Convenente;4307,33
939419;1;5;2023;Concedente;1441714
939419;2;12;2023;Convenente;10000
939897;1;2;2023;Concedente;960019
939897;2;2;2023;Convenente;5000
940212;1;2;2023;Concedente;960019
940212;2;2;2023;Convenente;1000
940284;1;2;2023;Concedente;960019
940284;2;2;2023;Convenente;1000
940245;1;12;2023;Concedente;481104
940245;2;4;2025;Convenente;119896
952285;1;12;2023;Concedente;763806,67
952285;2;12;2023;Convenente;34370,72
943039;1;12;2023;Concedente;4547309,6
943039;2;3;2024;Concedente;6820964,4
943039;3;6;2024;Concedente;6820964,4
943039;4;9;2024;Concedente;4547309,6
943039;5;9;2023;Convenente;46000
942772;1;3;2024;Convenente;494083,28
942772;2;1;2024;Concedente;2406609
942772;3;2;2024;Concedente;5500000
942772;4;3;2024;Concedente;5500000
953789;1;11;2024;Concedente;859500
953789;2;11;2024;Convenente;1000
945917;1;12;2023;Concedente;767341
945917;2;12;2023;Convenente;191835,25
945773;1;12;2023;Concedente;183919,12
945773;2;12;2023;Convenente;2010,09
945773;3;11;2026;Concedente;54936,88
946090;1;6;2025;Concedente;960019
946090;2;11;2026;Convenente;9697,17
946167;1;12;2023;Concedente;477500
946167;2;12;2023;Convenente;5895,1
947176;1;2;2024;Concedente;694285
947176;2;2;2024;Convenente;1715
955473;1;2;2024;Concedente;966275,19
955473;2;2;2024;Convenente;2000
949635;1;12;2023;Concedente;1441714
949635;2;1;2024;Convenente;15000
950482;1;1;2024;Concedente;238856
950482;2;1;2024;Convenente;6000
944202;1;1;2024;Concedente;2162617,03
944202;2;2;2024;Concedente;1000000
944202;3;11;2027;Concedente;916872,97
947509;1;10;2025;Convenente;2847,99
947509;2;10;2025;Concedente;568860,38
947509;3;11;2025;Concedente;1137720,77
947509;4;12;2025;Concedente;1137720,77
950166;1;12;2023;Concedente;238856
950166;2;12;2023;Convenente;1000
946078;1;5;2024;Concedente;382860
946078;2;5;2024;Convenente;1979,35
946078;3;7;2024;Concedente;764748
946078;4;6;2024;Concedente;764748
949003;1;11;2023;Concedente;5743773
949003;2;11;2023;Convenente;63181,06
947036;1;11;2023;Concedente;2582854
947036;2;10;2023;Convenente;5200
946049;1;11;2024;Concedente;220907,7
946049;2;11;2024;Convenente;16092,3
946049;3;12;2024;Concedente;66398,3
946049;4;12;2024;Convenente;4829,67
945368;1;11;2023;Concedente;464862,37
945368;2;11;2023;Convenente;4648,62
946153;1;12;2023;Concedente;579685
946153;2;12;2023;Convenente;5796,85
946102;1;10;2023;Concedente;765613
946102;2;12;2023;Concedente;1148419
946102;3;3;2024;Concedente;1914033
946102;4;10;2023;Convenente;191403
946102;5;12;2023;Convenente;287105
946102;6;3;2024;Convenente;478508,25
948462;1;1;2024;Concedente;382000
948462;2;1;2024;Convenente;12000
945618;1;4;2024;Concedente;1434769,8
945618;2;8;2024;Concedente;478256,6
945618;3;9;2024;Concedente;478256,6
945618;4;5;2024;Convenente;2748,94
953367;1;12;2023;Concedente;326065
953367;2;12;2023;Convenente;1000
946154;1;3;2024;Concedente;579685
946154;2;3;2024;Convenente;1500
950373;1;12;2023;Concedente;645410,36
950373;2;12;2023;Convenente;2199,95
950373;3;7;2024;Concedente;752978,77
950373;4;12;2024;Concedente;752978,77
946133;1;12;2023;Concedente;1912356
946133;2;12;2023;Convenente;2644
953888;1;6;2024;Concedente;861565,95
953888;2;12;2025;Concedente;1148754,6
953888;3;6;2026;Concedente;861565,95
953888;4;6;2024;Convenente;38434,05
953888;5;12;2025;Convenente;51245,4
953888;6;6;2026;Convenente;38434,05
949444;1;3;2025;Concedente;1723131,9
949444;2;4;2025;Concedente;2010320,55
949444;3;5;2025;Concedente;1973864,78
949444;4;3;2025;Convenente;360628,23
947497;1;10;2023;Concedente;2872557,3
947497;2;11;2023;Concedente;3351316,85
947497;3;12;2023;Concedente;3351316,85
947497;4;10;2023;Convenente;37442,7
947497;5;11;2023;Convenente;43683,15
947497;6;12;2023;Convenente;43683,15
947497;7;7;2025;Convenente;131028,89
946504;1;2;2025;Concedente;596877,71
946504;2;3;2025;Concedente;1192211,08
946504;3;8;2025;Concedente;1192211,07
946504;4;2;2025;Convenente;3088,68
947495;1;1;2024;Concedente;573705
947495;2;2;2024;Concedente;669322,5
947495;3;1;2024;Convenente;2295
947495;4;2;2024;Convenente;2677,5
947495;5;3;2024;Convenente;2677,5
947495;6;3;2024;Concedente;347322,5
947495;7;7;2024;Concedente;322000
946327;1;11;2023;Concedente;534800
946327;2;11;2023;Convenente;5200
946175;1;12;2023;Concedente;238750
946175;2;12;2023;Convenente;21814,91
946135;1;3;2024;Concedente;1915038,2
946135;2;1;2024;Concedente;3830076,4
946135;3;3;2024;Convenente;4000
946135;4;1;2024;Convenente;8000
946135;5;5;2024;Concedente;3830076,4
946135;6;5;2024;Convenente;8000
948229;1;11;2023;Concedente;481104
948229;2;9;2025;Convenente;20896
947518;1;12;2023;Concedente;481104
947518;2;12;2023;Convenente;4811,04
946318;1;12;2023;Concedente;238750
946318;2;12;2023;Convenente;1250
947188;1;12;2024;Concedente;481104
947188;2;12;2024;Convenente;20046
947988;1;12;2023;Concedente;5746120,5
947988;2;12;2023;Convenente;6006,3
947988;3;1;2024;Concedente;7661494
947988;4;1;2024;Convenente;8008,4
947988;5;2;2024;Concedente;5746120,5
947988;6;2;2024;Convenente;6006,3
949676;1;12;2025;Concedente;960019
949676;2;12;2026;Convenente;36201,36
949871;1;12;2023;Concedente;481104
949871;2;5;2024;Convenente;24154,39
947794;1;1;2024;Concedente;960019
947794;2;1;2024;Convenente;4981
945986;1;7;2025;Concedente;382000
945986;2;7;2025;Convenente;13590,67
947779;1;4;2025;Concedente;449393,02
947779;2;4;2025;Convenente;68675,65
948762;1;12;2023;Concedente;6414272
948762;2;12;2023;Convenente;128285,44
947925;1;11;2023;Concedente;1441714
947925;2;11;2023;Convenente;16402,84
949475;1;1;2024;Convenente;1500
949475;2;1;2024;Concedente;1441714
948167;1;12;2023;Concedente;2010488,4
948167;2;2;2024;Concedente;3350814
948167;3;4;2024;Concedente;1340325,6
948167;4;12;2023;Convenente;140954,64
948167;5;2;2024;Convenente;234924,41
948167;6;4;2024;Convenente;93969,78
946287;1;11;2024;Concedente;1244281
946287;2;12;2024;Concedente;3732846
946287;3;1;2025;Concedente;1244281
946287;4;1;2025;Convenente;24089,04
951768;1;12;2023;Concedente;1441714
951768;2;12;2023;Convenente;1500
950578;1;1;2024;Concedente;384205
950578;2;1;2024;Convenente;5795
948035;1;11;2023;Concedente;534800
948035;2;11;2023;Convenente;21392
947499;1;7;2024;Concedente;1723131,9
947499;2;11;2024;Concedente;2871886,5
947499;3;5;2025;Concedente;1148754,6
947499;4;7;2024;Convenente;76868,1
947499;5;11;2024;Convenente;128113,5
947499;6;5;2025;Convenente;51245,4
948797;1;12;2023;Concedente;960019
948797;2;12;2023;Convenente;4981
949454;1;12;2023;Concedente;1148754,6
949454;2;2;2024;Concedente;2297509,2
949454;3;4;2024;Concedente;2297509,2
949454;4;12;2023;Convenente;44283,81
949454;5;2;2024;Convenente;88567,62
949454;6;4;2024;Convenente;88567,62
949454;7;6;2024;Convenente;113741,35
955439;1;7;2025;Concedente;384147,56
955439;2;7;2025;Convenente;3880,28
948029;1;12;2023;Concedente;238750
948029;2;12;2023;Convenente;9500
948029;3;6;2025;Convenente;23027,71
947833;1;11;2023;Concedente;534800
947833;2;11;2023;Convenente;1000
948038;1;12;2023;Convenente;2387,5
948038;2;12;2023;Concedente;238750
953498;1;12;2023;Concedente;238856
953498;2;12;2023;Convenente;239,1
949333;1;12;2023;Concedente;1441714
949333;2;12;2023;Convenente;15000
950206;1;1;2024;Concedente;960000
950206;2;1;2024;Convenente;40000
948883;1;9;2024;Concedente;960019
948883;2;8;2025;Convenente;384411,42
951441;1;6;2025;Concedente;295322,18
951441;2;6;2025;Convenente;21921,5
951441;3;12;2026;Concedente;88882,82
951441;4;12;2026;Convenente;6578,5
939868;1;1;2023;Concedente;478256,6
939868;2;1;2023;Convenente;22060,24
939868;3;12;2023;Concedente;1813026,4
939868;4;9;2024;Concedente;100000
939868;5;12;2023;Convenente;83628,32
939868;6;9;2024;Convenente;4612,64
939706;1;12;2022;Concedente;238856
939706;2;12;2022;Convenente;316593,39
939549;1;4;2024;Concedente;960019
939549;2;4;2024;Convenente;42981,38
939478;1;7;2024;Concedente;481104
939478;2;7;2024;Convenente;13896
940081;1;12;2022;Concedente;960019
940081;2;12;2022;Convenente;37528,92
939727;1;12;2022;Concedente;409583,55
939727;2;12;2022;Convenente;410
939886;1;1;2023;Concedente;481104
939886;2;1;2023;Convenente;1000
939557;1;12;2024;Convenente;482
939557;2;12;2024;Concedente;470995,09
939557;3;1;2025;Concedente;10108,91
939561;1;3;2023;Concedente;481104
939561;2;3;2023;Convenente;6100,46
939491;1;12;2022;Convenente;55077
939491;2;12;2022;Concedente;688984,6
939491;3;4;2023;Concedente;1377969,2
939491;4;9;2023;Concedente;1377969,2
939964;1;12;2023;Concedente;383000
939964;2;5;2025;Convenente;3047,67
939964;3;1;2024;Concedente;764678
939964;4;2;2024;Concedente;764678
937571;1;11;2023;Concedente;960019
937571;2;11;2023;Convenente;2000
937500;1;12;2022;Concedente;1441714
937500;2;12;2022;Convenente;56668,56
936907;1;12;2022;Concedente;250000
936907;2;6;2024;Convenente;2
937528;1;3;2023;Concedente;574042
937528;2;3;2023;Convenente;758
937528;3;6;2023;Convenente;1516
937528;4;8;2023;Convenente;1516
937528;5;6;2023;Concedente;1059309,1
937528;6;8;2023;Concedente;1059309,1
937528;7;12;2026;Concedente;177549,8
940390;1;12;2022;Concedente;775000
940390;2;12;2022;Convenente;5000
940390;3;2;2023;Concedente;2000000
940390;4;5;2023;Concedente;2000000
939121;1;12;2022;Concedente;530030,44
939121;2;12;2022;Convenente;2652,81
939121;3;1;2023;Concedente;1722599,06
939121;4;2;2023;Concedente;397522,69
939119;1;12;2022;Concedente;955000
939119;2;12;2022;Convenente;39700
939150;1;12;2023;Concedente;2387500
939150;2;1;2024;Concedente;2387500
939150;3;12;2023;Convenente;102500,3
937689;1;12;2022;Concedente;382471,2
937689;2;1;2023;Concedente;529884,8
937689;3;2;2023;Concedente;1000000
937689;4;12;2022;Convenente;77685,89
939392;1;12;2022;Concedente;764000
939392;2;12;2022;Convenente;1000
939067;1;12;2022;Convenente;2020
939067;2;12;2022;Concedente;382000
939067;3;1;2023;Concedente;514403,2
939067;4;2;2023;Concedente;514403,2
939067;5;3;2023;Concedente;499193,6
939062;1;5;2024;Concedente;956000
939062;2;7;2024;Concedente;1882515,47
939062;3;9;2024;Concedente;1882515,47
939062;4;11;2024;Concedente;53969,06
939062;5;7;2024;Convenente;4943,49
939062;6;11;2024;Convenente;56,51
939546;1;12;2022;Concedente;500000
939546;2;12;2022;Convenente;268034,69
939305;1;3;2023;Convenente;94664,74
939305;2;3;2023;Concedente;946647,4
939305;3;4;2023;Concedente;1419971,1
939305;4;5;2023;Concedente;2366618,5
939388;1;6;2023;Concedente;955000
939388;2;7;2025;Convenente;1913,83
939032;1;12;2024;Concedente;955000
939032;2;4;2025;Concedente;1910000
939032;3;12;2024;Convenente;2500
939032;4;4;2025;Convenente;5000
939032;5;7;2025;Convenente;5000
939032;6;7;2025;Concedente;1801685,64
939032;7;12;2025;Concedente;108314,36
938949;1;10;2024;Convenente;6500
938949;2;10;2024;Concedente;5730000
939347;1;8;2025;Concedente;3399629,38
939347;2;9;2025;Concedente;2549722,04
939347;3;10;2025;Concedente;2549722,04
939347;4;11;2025;Concedente;1050926,54
939347;5;8;2025;Convenente;167954,8
939347;6;9;2025;Convenente;20767,93
938909;1;8;2025;Concedente;709565
938909;2;8;2025;Convenente;47043
937875;1;12;2023;Convenente;31555,36
937875;2;12;2023;Concedente;770685
940276;1;4;2023;Concedente;477500
940276;2;4;2023;Convenente;1000
937905;1;12;2023;Convenente;20000
937905;2;12;2023;Concedente;780235
938918;1;2;2023;Convenente;3000
938918;2;12;2025;Concedente;557500,01
938918;3;5;2024;Concedente;874999,99
939995;1;8;2023;Convenente;9000
939995;2;7;2023;Concedente;1399980
939995;3;8;2023;Concedente;2099970
939995;4;9;2023;Concedente;3499950
939995;5;10;2023;Concedente;898200
939995;6;11;2023;Concedente;1347300
939995;7;12;2023;Concedente;2245500
939995;8;7;2023;Convenente;2503
938880;1;12;2022;Concedente;955000
938880;2;12;2022;Convenente;2500
938880;3;2;2023;Convenente;2500
938880;4;2;2023;Concedente;955000
938795;1;1;2023;Convenente;147848
938795;2;1;2023;Concedente;9550000
938795;3;2;2023;Concedente;9550000
938795;4;3;2023;Concedente;9550000
938795;5;4;2023;Concedente;9550000
938795;6;5;2023;Concedente;9550000
940386;1;1;2023;Concedente;1041102,02
940386;2;1;2023;Convenente;1370,84
940386;3;12;2025;Concedente;268050,54
938966;1;1;2023;Concedente;382000
938966;2;2;2023;Concedente;764000
938966;3;3;2023;Concedente;764000
938966;4;7;2025;Convenente;81453,14
939331;1;5;2023;Convenente;1200
939331;2;6;2023;Convenente;2400
939331;3;7;2023;Convenente;2400
939331;4;5;2023;Concedente;955000
939331;5;6;2023;Concedente;1910000
939331;6;7;2023;Concedente;1910000
940012;1;12;2022;Concedente;383237
940012;2;12;2022;Convenente;3832,38
940012;3;1;2023;Concedente;764559,5
940012;4;4;2023;Concedente;764559,5
939522;1;1;2023;Concedente;699800
939522;2;2;2023;Concedente;1400100
939522;3;3;2023;Concedente;1400100
939522;4;1;2023;Convenente;1000
939522;5;2;2023;Convenente;1500
939522;6;3;2023;Convenente;1500
943011;1;8;2024;Concedente;811750
943011;2;8;2024;Convenente;17000
951402;1;5;2024;Concedente;4000000
951402;2;8;2024;Concedente;8000000
951402;3;12;2024;Concedente;8000000
951402;4;5;2024;Convenente;10000
951402;5;8;2024;Convenente;60000
951402;6;12;2024;Convenente;50000
943830;1;5;2024;Concedente;1273121
943830;2;5;2024;Convenente;10000
943456;1;11;2024;Concedente;574042
943456;2;1;2025;Concedente;1148084
943456;3;3;2025;Concedente;1148084
943456;4;11;2024;Convenente;5740,42
943456;5;1;2025;Convenente;11480,84
943456;6;3;2025;Convenente;11480,84
943468;1;3;2024;Concedente;1231269
943468;2;3;2024;Convenente;1500
943619;1;12;2023;Concedente;335755
943619;2;12;2023;Convenente;545
951531;1;12;2023;Concedente;10489500
951531;2;12;2023;Convenente;10500
951531;3;1;2024;Concedente;12237750
951531;4;2;2024;Concedente;12237750
951531;5;1;2024;Convenente;12250
951531;6;2;2024;Convenente;12250
943839;1;11;2024;Concedente;766379,38
943839;2;2;2025;Concedente;1493340,02
943839;3;8;2025;Concedente;1568345,6
943839;4;11;2024;Convenente;3831,9
948701;1;11;2025;Concedente;735395,61
948701;2;12;2026;Concedente;184075,15
948701;3;11;2025;Convenente;7428,24
948701;4;12;2026;Convenente;1859,34
945056;1;12;2023;Concedente;1436111
945056;2;2;2024;Concedente;2872222
945056;3;5;2024;Concedente;2872222
945056;4;12;2023;Convenente;3200
945056;5;2;2024;Convenente;6400
945056;6;5;2024;Convenente;6400
945164;1;6;2024;Concedente;188117,43
945164;2;6;2024;Convenente;16558,59
945164;3;11;2026;Concedente;53846,61
945164;4;9;2025;Convenente;26864,9
945164;5;7;2024;Concedente;91310,34
945164;6;11;2026;Convenente;8377,92
955554;1;1;2024;Concedente;1435775,7
955554;2;2;2024;Concedente;2392959,5
955554;3;3;2024;Concedente;957183,8
955554;4;1;2024;Convenente;15000
955554;5;2;2024;Convenente;25000
955554;6;3;2024;Convenente;10000
945043;1;1;2025;Convenente;129391,56
945043;2;7;2024;Concedente;238856
946630;1;1;2024;Convenente;4981
946630;2;1;2024;Concedente;847769
946630;3;6;2024;Concedente;112250
950142;1;1;2025;Concedente;863680
950142;2;1;2025;Convenente;8724,04
943749;1;11;2023;Concedente;1915038,2
943749;2;11;2023;Convenente;2000
943749;3;12;2023;Concedente;3830076,4
943749;4;1;2024;Concedente;3830076,4
943749;5;12;2023;Convenente;4000
943749;6;1;2024;Convenente;4000
944372;1;4;2024;Concedente;596414
944372;2;7;2024;Convenente;1000
944793;1;8;2025;Concedente;912025
944793;2;8;2025;Convenente;68446,88
945378;1;12;2023;Concedente;960019
945378;2;12;2023;Convenente;9000
944532;1;12;2023;Concedente;1997633,6
944532;2;2;2024;Concedente;1997633,6
944532;3;4;2024;Concedente;1997633,6
944532;4;6;2024;Concedente;1997633,6
944532;5;8;2024;Concedente;1997633,6
944532;6;12;2023;Convenente;2000
944532;7;2;2024;Convenente;2000
944532;8;4;2024;Convenente;2000
944532;9;6;2024;Convenente;2000
944532;10;8;2024;Convenente;2000
945947;1;12;2023;Concedente;384205
945947;2;12;2023;Convenente;5795
944445;1;3;2024;Concedente;1393545
944445;2;3;2024;Convenente;1395
943709;1;1;2025;Concedente;863680
943709;2;1;2025;Convenente;121653,65
944671;1;11;2024;Concedente;287306
944671;2;11;2024;Convenente;300
943762;1;12;2023;Concedente;481104
943762;2;12;2023;Convenente;5000
945222;1;11;2023;Concedente;242856,62
945222;2;11;2023;Convenente;17548,18
949505;1;9;2024;Concedente;287306
949505;2;9;2024;Convenente;2694
944754;1;12;2023;Convenente;1000
944754;2;9;2025;Concedente;228000
934207;1;10;2022;Concedente;238856
934207;2;10;2022;Convenente;240
936812;1;12;2022;Concedente;477500
936812;2;12;2022;Convenente;173050,99
934210;1;12;2022;Concedente;384205
934210;2;2;2025;Convenente;384,59
939595;1;12;2022;Convenente;1981
939595;2;1;2024;Concedente;774795,46
939595;3;12;2025;Concedente;185223,54
939613;1;12;2023;Concedente;712043,71
939613;2;12;2023;Convenente;1648
939613;3;12;2025;Concedente;11308,29
939881;1;9;2023;Concedente;287306
939881;2;9;2023;Convenente;5810,65
934319;1;12;2022;Concedente;384205
934319;2;12;2022;Convenente;15795
934032;1;3;2023;Concedente;382000
934032;2;3;2023;Convenente;15280
936026;1;12;2022;Concedente;384205
936026;2;7;2025;Convenente;250289,94
934232;1;12;2022;Concedente;268800
934232;2;11;2025;Convenente;37930,2
939808;1;2;2023;Concedente;287306
939808;2;3;2025;Convenente;288955,45
939778;1;4;2023;Concedente;481104
939778;2;4;2023;Convenente;485
939612;1;7;2025;Concedente;238856
939612;2;7;2025;Convenente;1144
936014;1;10;2023;Concedente;477000
936014;2;11;2022;Concedente;1122900
936014;3;12;2022;Concedente;399900
936014;4;1;2023;Concedente;394200
939721;1;12;2022;Concedente;959040
939721;2;12;2022;Convenente;960
936414;1;12;2022;Concedente;300000
936414;2;1;2024;Convenente;120983,32
939784;1;12;2023;Concedente;481104
939784;2;12;2023;Convenente;95169,86
939134;1;12;2025;Concedente;1395000
939134;2;12;2024;Convenente;2000
939134;3;12;2026;Concedente;133000
939134;4;12;2024;Concedente;382000
940259;1;1;2023;Concedente;1152697
940259;2;1;2023;Convenente;2000
940277;1;12;2022;Concedente;957183,8
940277;2;4;2023;Concedente;1914367,6
940277;3;8;2023;Concedente;1914367,6
940277;4;12;2022;Convenente;2000
940277;5;4;2023;Convenente;4000
940277;6;8;2023;Convenente;4000
940103;1;9;2023;Convenente;14361,11
940103;2;9;2023;Concedente;1436111
940103;3;10;2023;Concedente;2872222
940103;4;11;2023;Concedente;2872222
940211;1;12;2024;Concedente;960019
940211;2;5;2025;Convenente;211267,3
940275;1;3;2023;Concedente;382871,2
940275;2;12;2022;Convenente;2000
940275;3;4;2023;Concedente;764742,4
940275;4;5;2023;Concedente;764742,4
940023;1;9;2023;Concedente;9577873,4
940023;2;10;2023;Concedente;1795851,26
940023;3;11;2023;Concedente;1795851,26
940023;4;12;2023;Concedente;1795851,26
940023;5;1;2024;Concedente;1795851,26
940023;6;2;2024;Concedente;1795851,26
940023;7;3;2024;Concedente;1795851,26
940023;8;4;2024;Concedente;1795851,26
940023;9;5;2024;Concedente;1795851,26
940023;10;6;2024;Concedente;1795851,26
940023;11;7;2024;Concedente;1795851,26
940023;12;8;2024;Concedente;1795851,26
940023;13;9;2024;Concedente;1795851,26
940023;14;10;2024;Concedente;1795851,26
940023;15;11;2024;Concedente;1795851,26
940023;16;12;2024;Concedente;1795851,26
940023;17;1;2025;Concedente;1795851,26
940023;18;12;2027;Concedente;4823660,75
940023;19;5;2025;Concedente;4754212,69
940023;20;3;2025;Convenente;47937,31
940287;1;1;2023;Concedente;382471,2
940287;2;4;2023;Concedente;956178
940287;3;1;2023;Convenente;2000
940287;4;4;2023;Convenente;2000
940287;5;3;2023;Concedente;573706,8
940216;1;6;2024;Concedente;481104
940216;2;8;2025;Convenente;45396
940149;1;7;2024;Concedente;957239
940149;2;7;2024;Convenente;5000
925151;1;1;2022;Concedente;361676
925151;2;4;2022;Concedente;361676
925151;3;1;2022;Convenente;3616,76
925151;4;4;2022;Convenente;3616,76
923771;1;3;2022;Concedente;960019
923771;2;3;2022;Convenente;189481
923781;1;9;2023;Concedente;960019
923781;2;9;2023;Convenente;256509,93
922850;1;12;2021;Concedente;1590000
922850;2;8;2023;Concedente;1000000
922850;3;10;2025;Concedente;600000
922850;4;7;2025;Concedente;1106800
922850;5;8;2025;Concedente;600000
922850;6;12;2025;Concedente;1200000
922850;7;2;2026;Concedente;600000
922850;8;4;2026;Concedente;600000
922850;9;6;2026;Concedente;700000
925804;1;6;2022;Concedente;1148754,6
925804;2;3;2022;Concedente;2871886,5
925804;3;7;2022;Concedente;1723131,9
925804;4;3;2022;Convenente;62726,85
925804;5;5;2022;Convenente;156817,13
925804;6;7;2022;Convenente;94090,28
924818;1;12;2021;Concedente;481104
924818;2;12;2021;Convenente;16335,01
925650;1;12;2021;Concedente;668500
925650;2;12;2021;Convenente;918,5
925114;1;1;2022;Concedente;335755
925114;2;1;2022;Convenente;70000
925635;1;3;2022;Concedente;1436111
925635;2;5;2022;Concedente;1914814,67
925635;3;7;2022;Concedente;1914814,67
925635;4;9;2022;Concedente;1914814,66
925635;5;3;2022;Convenente;626192,9
925635;6;5;2022;Convenente;626192,9
925635;7;7;2022;Convenente;626192,9
925635;8;9;2022;Convenente;626192,92
923699;1;1;2022;Concedente;498480
925009;1;1;2023;Concedente;238856
925009;2;5;2024;Convenente;34165,06
925206;1;2;2022;Concedente;382471,2
925206;2;2;2022;Convenente;766,47
925206;3;12;2023;Concedente;719385,57
925206;4;1;2024;Concedente;719385,57
925206;5;12;2025;Concedente;91113,66
925206;6;12;2023;Convenente;1441,66
925206;7;1;2024;Convenente;1441,66
925206;8;12;2025;Convenente;182,59
925644;1;12;2022;Concedente;238856
925644;2;12;2022;Convenente;11144
925381;1;1;2022;Convenente;600
925381;2;2;2025;Concedente;474582,63
925381;3;9;2025;Concedente;2917,37
940309;1;3;2023;Concedente;955000
940309;2;5;2023;Concedente;1910000
940309;3;7;2023;Concedente;1910000
940309;4;3;2023;Convenente;2000
940309;5;5;2023;Convenente;5000
940309;6;7;2023;Convenente;3000
932451;1;1;2023;Concedente;287306
932451;2;1;2023;Convenente;2694
928737;1;5;2022;Concedente;863680
928737;2;1;2024;Convenente;671708,17
928760;1;11;2022;Convenente;2000
928760;2;7;2024;Concedente;753301,02
928760;3;4;2025;Concedente;206753,98
928050;1;9;2022;Concedente;955000
928050;2;9;2022;Convenente;55000
931463;1;8;2022;Concedente;1915038
931463;2;9;2022;Concedente;4787595
931463;3;12;2022;Concedente;2872558
931463;4;8;2022;Convenente;1961
931463;5;9;2022;Convenente;4904
931463;6;12;2022;Convenente;2944
935994;1;11;2026;Concedente;238750
935994;2;11;2026;Convenente;238,99
928114;1;11;2023;Concedente;960019
928114;2;11;2023;Convenente;5000
937111;1;12;2024;Concedente;382000
937111;2;12;2024;Convenente;6482,38
935905;1;12;2022;Concedente;1050547,75
935905;2;12;2022;Convenente;349055,36
935254;1;11;2022;Concedente;238750
935254;2;11;2022;Convenente;9950
928122;1;6;2022;Convenente;250
928122;2;6;2022;Concedente;238856
929206;1;8;2022;Concedente;364825
929206;2;4;2025;Convenente;72432,03
934304;1;10;2022;Concedente;258236
934304;2;10;2022;Convenente;10000
929279;1;6;2022;Concedente;238750
929279;2;6;2022;Convenente;61250
924762;1;3;2022;Concedente;478256,6
924762;2;5;2022;Concedente;956513,2
924762;3;6;2022;Concedente;956513,2
924762;4;3;2022;Convenente;35514,05
924762;5;5;2022;Convenente;71028,1
924762;6;6;2022;Convenente;71028,1
923627;1;12;2021;Concedente;700000
923627;2;12;2021;Convenente;176418,72
924765;1;6;2024;Concedente;337451,5
924765;2;9;2024;Concedente;337451,5
924765;3;9;2025;Convenente;30554,98
924765;4;10;2025;Convenente;23132,34
924765;5;12;2025;Convenente;23132,34
924765;6;11;2025;Convenente;23132,34
924765;7;1;2026;Convenente;23132,34
924765;8;2;2026;Convenente;22577,38
925099;1;8;2023;Concedente;481104
925099;2;4;2024;Convenente;59096
925266;1;1;2022;Concedente;1441714
925266;2;1;2022;Convenente;53797,87
925745;1;12;2021;Concedente;574042
925745;2;1;2022;Concedente;1148084
925745;3;2;2022;Concedente;1148084
925745;4;2;2022;Convenente;6000
925716;1;12;2021;Concedente;335755
925716;2;12;2021;Convenente;13989,79
925382;1;6;2023;Concedente;356517,98
925382;2;6;2023;Convenente;500
925382;3;9;2024;Concedente;120982,02
925290;1;12;2021;Convenente;10000
925290;2;12;2021;Concedente;515700
925290;3;1;2022;Concedente;1031400
925290;4;4;2022;Concedente;1031400
925594;1;7;2024;Concedente;1254960
925594;2;7;2024;Convenente;958845,43
935352;1;12;2023;Concedente;238750
935352;2;4;2025;Convenente;24180,79
928265;1;9;2022;Concedente;477500
928265;2;10;2022;Convenente;95500
928749;1;4;2023;Convenente;14332,14
928749;2;4;2023;Concedente;1441714
932192;1;12;2022;Concedente;287306,2
932192;2;8;2025;Convenente;2902,1
926579;1;1;2023;Concedente;955000
926579;2;10;2024;Convenente;985
928742;1;6;2022;Concedente;960019
928742;2;6;2022;Convenente;4981
927241;1;7;2022;Concedente;362900
927241;2;8;2025;Convenente;18527,1
928470;1;6;2022;Concedente;335755
928470;2;1;2023;Convenente;62535,32
928606;1;12;2022;Concedente;960019
928606;2;12;2022;Convenente;9697,16
928754;1;6;2023;Concedente;384242
928754;2;6;2023;Convenente;18397,13
927861;1;6;2022;Concedente;287306
927861;2;6;2022;Convenente;37249,74
928700;1;2;2023;Concedente;2106609
928700;2;3;2023;Concedente;4213218
928700;3;4;2023;Concedente;4213218
928700;4;2;2023;Convenente;146000
