NR_CONVENIO;NR_PARCELA_CRONO_DESEMBOLSO;MES_CRONO_DESEMBOLSO;ANO_CRONO_DESEMBOLSO;TIPO_RESP_CRONO_DESEMBOLSO;VALOR_PARCELA_CRONO_DESEMBOLSO
960822;3;12;2025;Concedente;498446,94
960822;4;12;2025;Convenente;16513,2
960822;5;1;2026;Concedente;498446,94
960822;6;1;2026;Convenente;16513,2
960822;7;4;2026;Concedente;498446,94
960822;8;4;2026;Convenente;16513,2
960822;9;8;2026;Concedente;498446,94
960822;10;8;2026;Convenente;16513,2
960822;11;12;2026;Concedente;498446,94
960822;12;12;2026;Convenente;16513,2
960822;13;1;2027;Concedente;332297,95
960822;14;1;2027;Convenente;11008,74
968157;1;10;2025;Concedente;891810
968157;2;10;2025;Convenente;60054,56
968157;3;11;2025;Concedente;891810
968157;4;12;2025;Concedente;891810
968157;5;1;2026;Concedente;891810
968157;6;2;2026;Concedente;891810
968157;7;3;2026;Concedente;891810
968157;8;4;2026;Concedente;594540,98
959152;1;7;2025;Concedente;277096
959152;2;9;2025;Concedente;323280
959152;3;11;2025;Concedente;323277,54
959152;4;7;2025;Convenente;448,82
959152;5;9;2025;Convenente;448,82
959152;6;11;2025;Convenente;448,82
957610;1;8;2024;Concedente;382471,2
957610;2;9;2024;Concedente;382471,2
957610;3;10;2024;Concedente;382471,2
957610;4;11;2024;Concedente;382471,2
957610;5;12;2024;Concedente;382471,2
957610;6;8;2024;Convenente;4000
960729;1;7;2025;Concedente;860682,33
960729;2;8;2025;Concedente;860682,33
960729;3;9;2025;Concedente;860682,33
960729;4;10;2025;Concedente;860682,33
960729;5;11;2025;Concedente;860682,33
960729;6;12;2025;Concedente;860682,33
960729;7;7;2025;Convenente;50401,55
960729;8;8;2025;Convenente;50401,55
960729;9;9;2025;Convenente;50401,55
960729;10;10;2025;Convenente;50401,55
960729;11;11;2025;Convenente;50401,55
960729;12;12;2025;Convenente;50401,55
960729;13;1;2026;Concedente;573788,21
960729;14;1;2026;Convenente;33601,02
961021;1;7;2025;Convenente;53407,78
955574;2;8;2024;Concedente;1112100,89
955574;3;9;2024;Concedente;1112100,88
955574;4;7;2024;Convenente;3252,08
955574;5;8;2024;Convenente;3252,08
955574;6;9;2024;Convenente;3252,07
957280;1;12;2024;Concedente;382000
957280;2;12;2024;Convenente;16000
965269;1;8;2025;Concedente;384205
965269;2;8;2025;Convenente;40795
958611;1;6;2024;Convenente;17219,79
958611;2;5;2024;Concedente;413275
960253;1;8;2024;Concedente;384205
960253;2;8;2024;Convenente;11910,47
960136;1;9;2025;Concedente;481104
960136;2;9;2025;Convenente;481,59
972123;1;12;2024;Concedente;573000
972123;2;12;2024;Convenente;600
960040;1;6;2024;Concedente;1462500
965855;1;8;2024;Concedente;286500
965855;2;8;2024;Convenente;20000
961461;1;6;2025;Convenente;1000
961461;2;6;2025;Concedente;955000
961739;1;8;2024;Concedente;5746120,68
961739;2;9;2024;Concedente;3830747,14
961739;3;10;2024;Concedente;9576867,81
961739;4;8;2024;Convenente;600000
961739;5;9;2024;Convenente;400000
961739;6;10;2024;Convenente;1000000
959851;1;1;2025;Concedente;438750
959851;2;2;2025;Concedente;585000
959851;3;3;2025;Concedente;438750
958580;1;7;2024;Concedente;960019
958580;2;7;2024;Convenente;39981
958438;1;12;2024;Convenente;3326
958438;2;12;2024;Concedente;950000
958438;3;1;2025;Concedente;1319440,66
958438;4;2;2025;Concedente;1053233,34
958579;1;6;2024;Concedente;960019
958579;2;6;2024;Convenente;3000
960175;1;8;2024;Concedente;1462500
960044;1;6;2024;Concedente;1462500
959945;1;6;2025;Concedente;1600575,51
959945;2;7;2025;Concedente;1600575,51
959945;3;8;2025;Concedente;1600575,51
959945;4;9;2025;Concedente;1600575,51
959945;5;10;2025;Concedente;1600575,51
959945;6;11;2025;Concedente;1600575,51
959945;7;12;2025;Concedente;1067050,33
959945;8;6;2025;Convenente;16167,43
959945;9;7;2025;Convenente;16167,43
959945;10;8;2025;Convenente;16167,43
959945;11;9;2025;Convenente;16167,43
959945;12;10;2025;Convenente;16167,43
959945;13;11;2025;Convenente;16167,43
959945;14;12;2025;Convenente;10778,28
957738;1;10;2024;Convenente;32493,82
957738;2;9;2025;Concedente;482533,19
957738;3;12;2025;Concedente;482533,19
957738;4;2;2026;Concedente;482533,19
957738;5;4;2026;Concedente;482533,19
957738;6;6;2026;Concedente;482533,19
957738;7;8;2026;Concedente;482533,19
957738;8;10;2026;Concedente;321688,81
960151;1;4;2025;Concedente;1045520,85
960151;2;6;2024;Concedente;416979,15
957730;1;8;2024;Convenente;54833,42
957730;2;9;2025;Concedente;814276,07
957730;3;12;2025;Concedente;814276,07
957730;4;2;2026;Concedente;814276,07
957730;5;4;2026;Concedente;814276,07
957730;6;6;2026;Concedente;814276,07
957730;7;8;2026;Concedente;814276,07
957730;8;10;2026;Concedente;542850,73
961952;1;7;2025;Concedente;824271,83
961952;2;7;2025;Convenente;55506,52
961952;3;8;2025;Concedente;824271,83
961952;4;9;2025;Concedente;824271,83
961952;5;10;2025;Concedente;824271,83
961952;6;11;2025;Concedente;824271,83
961952;7;12;2025;Concedente;824271,83
961952;8;1;2026;Concedente;549514,55
958393;1;10;2024;Convenente;79405,89
958393;2;9;2025;Concedente;1179175,5
958393;3;12;2025;Concedente;1179175,5
958393;4;2;2026;Concedente;1179175,5
958393;5;4;2026;Concedente;1179175,5
958393;6;6;2026;Concedente;1179175,5
958393;7;8;2026;Concedente;1179175,5
958393;8;10;2026;Concedente;786117,03
965555;1;10;2025;Concedente;1171610,88
965555;2;10;2025;Convenente;80000
965555;3;7;2025;Concedente;1171610,88
965555;4;8;2025;Concedente;1171610,88
965555;5;9;2025;Concedente;1171610,88
965555;6;11;2025;Concedente;1171610,88
965555;7;12;2025;Concedente;1171610,88
965555;8;1;2026;Concedente;781073,95
957748;1;8;2024;Convenente;38308,37
957748;2;1;2025;Convenente;38308,38
957748;3;5;2025;Convenente;34046,43
957748;4;9;2025;Concedente;1643348,17
957748;5;12;2025;Concedente;1643348,17
957748;6;2;2026;Concedente;1643348,17
957748;7;4;2026;Concedente;1643348,17
957748;8;6;2026;Concedente;1643348,17
957748;9;8;2026;Concedente;1643348,17
957748;10;10;2026;Concedente;1095565,46
957728;1;5;2024;Convenente;16864
957728;2;9;2024;Convenente;11242
957728;3;12;2024;Convenente;28108,25
957728;4;8;2025;Concedente;834781,6
957728;5;9;2025;Concedente;834781,6
957728;6;10;2025;Concedente;834781,6
957728;7;11;2025;Concedente;834781,6
957728;8;1;2026;Concedente;834781,6
957728;9;2;2026;Concedente;834781,59
957728;10;3;2026;Concedente;556521,07
962681;1;1;2025;Convenente;61712,39
962681;2;1;2025;Concedente;916429,01
962681;3;7;2025;Concedente;916429,01
962681;4;8;2025;Concedente;916429,01
962681;5;10;2025;Concedente;916429,01
962681;6;11;2025;Concedente;916429,01
962681;7;1;2026;Concedente;916429,01
962681;8;3;2026;Concedente;610952,66
962499;1;8;2024;Concedente;1684608,07
962499;2;9;2024;Concedente;1684608,07
962499;3;10;2024;Concedente;1684608,07
962499;4;11;2024;Concedente;1684608,07
962499;5;12;2024;Concedente;1684608,07
962499;6;1;2025;Concedente;1684608,07
962499;7;2;2025;Concedente;1123072,05
962499;8;8;2024;Convenente;113441,62
962022;1;5;2025;Concedente;519208,37
962022;2;6;2025;Concedente;519208,37
962022;3;7;2025;Concedente;519208,37
962022;4;8;2025;Concedente;519208,37
962022;5;9;2025;Concedente;519208,37
962022;6;10;2025;Concedente;519208,37
962022;7;11;2025;Concedente;346138,93
962022;8;8;2025;Convenente;5244,53
962022;9;7;2025;Convenente;5244,53
962022;10;9;2025;Convenente;5244,53
962022;11;10;2025;Convenente;5244,53
962022;12;11;2025;Convenente;5244,53
962022;13;12;2025;Convenente;5244,53
962022;14;1;2026;Convenente;3496,35
957769;1;9;2025;Concedente;1235347,72
957769;2;7;2024;Convenente;16637,69
957769;3;10;2025;Concedente;1235347,72
957769;4;11;2025;Concedente;1235347,72
957769;5;1;2025;Convenente;33275,36
957769;6;5;2025;Convenente;33275,36
957769;7;12;2025;Concedente;1235347,72
957769;8;1;2026;Concedente;1235347,72
957769;9;2;2026;Concedente;1235347,72
957769;10;3;2026;Concedente;823565,18
962501;1;7;2025;Concedente;1399063,99
962501;2;8;2025;Convenente;47106,59
962501;3;9;2025;Convenente;47106,47
962501;4;8;2025;Concedente;1399063,99
962501;5;9;2025;Concedente;1399063,99
962501;6;10;2025;Concedente;1399063,99
962501;7;11;2025;Concedente;1399063,99
962501;8;12;2025;Concedente;1399063,99
962501;9;1;2026;Concedente;932709,36
961178;1;8;2025;Concedente;487901,63
961178;2;7;2024;Convenente;32855,33
961178;3;9;2025;Concedente;487901,63
961178;4;10;2025;Concedente;487901,63
961178;5;11;2025;Concedente;487901,63
961178;6;12;2025;Concedente;487901,63
961178;7;1;2026;Concedente;487901,63
961178;8;2;2026;Concedente;325267,78
962076;1;12;2025;Concedente;842105,83
962076;2;9;2025;Concedente;842105,83
962076;3;1;2026;Concedente;842105,83
962076;4;4;2026;Concedente;842105,83
962076;5;8;2026;Concedente;842105,83
962076;6;12;2026;Concedente;842105,83
962076;7;1;2027;Concedente;561403,91
962076;8;9;2025;Convenente;8506,12
962076;9;12;2025;Convenente;8506,12
962076;10;4;2026;Convenente;8506,12
962076;11;8;2026;Convenente;8506,12
962076;12;12;2026;Convenente;8506,12
962076;13;1;2026;Convenente;8506,12
962076;14;1;2027;Convenente;5670,74
960638;1;12;2024;Convenente;50513,1
960638;2;11;2024;Concedente;474980,25
960638;3;1;2025;Concedente;474980,25
960638;4;3;2025;Concedente;474980,25
960638;5;5;2025;Concedente;474980,25
960638;6;7;2025;Concedente;474980,25
960638;7;9;2025;Concedente;474980,25
960638;8;11;2025;Concedente;316653,51
959070;1;6;2025;Concedente;474449,03
959070;2;7;2025;Concedente;474449,03
959070;3;8;2025;Concedente;474449,03
959070;4;9;2025;Concedente;474449,03
959070;5;10;2025;Concedente;474449,03
959070;6;11;2025;Concedente;474449,03
959070;7;12;2025;Concedente;316299,32
959070;8;6;2025;Convenente;4797,53
959070;9;7;2025;Convenente;4797,53
959070;10;8;2025;Convenente;4797,53
959070;11;9;2025;Convenente;4797,53
959070;12;10;2025;Convenente;4797,53
959070;13;11;2025;Convenente;4797,53
959070;14;12;2025;Convenente;3198,32
964170;1;9;2025;Convenente;53249,01
964170;2;6;2025;Concedente;790747,78
964170;3;7;2025;Concedente;790747,78
964170;4;8;2025;Concedente;790747,78
964170;5;9;2025;Concedente;790747,78
964170;6;10;2025;Concedente;790747,78
964170;7;11;2025;Concedente;790747,77
964170;8;12;2025;Concedente;527165,18
959418;1;6;2024;Concedente;674903
959418;2;6;2024;Convenente;2000
960048;1;7;2024;Concedente;1462500
960748;1;6;2025;Concedente;474449,03
960748;2;7;2025;Concedente;474449,03
960748;3;8;2025;Concedente;474449,03
960748;4;9;2025;Concedente;474449,03
960748;5;10;2025;Concedente;474449,03
960748;6;11;2025;Concedente;474449,03
960748;7;12;2025;Concedente;316299,32
960748;8;6;2025;Convenente;4792,41
960748;9;7;2025;Convenente;4792,41
960748;10;8;2025;Convenente;4792,41
960748;11;9;2025;Convenente;4792,41
960748;12;10;2025;Convenente;4792,41
960748;13;11;2025;Convenente;4792,41
960748;14;12;2025;Convenente;3194,97
967864;1;7;2025;Concedente;1387710,74
967864;2;8;2025;Concedente;74789,26
958962;1;7;2024;Convenente;22786,4
958962;2;9;2024;Convenente;17089,8
958962;3;11;2024;Convenente;17089,79
958962;4;7;2024;Concedente;834781,59
958962;5;8;2024;Concedente;834781,59
958962;6;9;2024;Concedente;834781,59
958962;7;10;2024;Concedente;834781,59
958962;8;11;2024;Concedente;834781,59
958962;9;12;2024;Concedente;834781,59
958962;10;1;2025;Concedente;556521,12
960162;1;12;2024;Concedente;384205
960162;2;12;2024;Convenente;1000
962651;1;7;2025;Concedente;834781,6
962651;2;8;2025;Concedente;834781,6
962651;3;9;2025;Concedente;834781,6
962651;4;10;2025;Concedente;834781,6
962651;5;11;2025;Concedente;834781,6
962651;6;12;2025;Concedente;834781,6
962651;7;1;2026;Concedente;556521,06
962651;8;8;2025;Convenente;22485,7
962651;9;9;2025;Convenente;16864,28
962651;10;7;2025;Convenente;16864,27
959896;1;6;2024;Concedente;1462500
967888;1;12;2024;Concedente;1462500
962505;1;6;2025;Convenente;36449,52
962505;2;7;2025;Convenente;36449,52
962505;3;8;2025;Convenente;36449,52
962505;4;6;2025;Concedente;1623826,09
962505;5;7;2025;Concedente;1623826,09
962505;6;8;2025;Concedente;1623826,09
962505;7;9;2025;Concedente;1623826,09
962505;8;10;2025;Concedente;1623826,09
962505;9;11;2025;Concedente;1623826,09
962505;10;12;2025;Concedente;1082550,72
961168;1;6;2025;Convenente;22369,12
961168;2;11;2025;Convenente;33553,68
961168;3;6;2025;Concedente;824271,83
961168;4;11;2025;Concedente;824271,83
961168;5;6;2026;Concedente;824271,83
961168;6;11;2026;Concedente;824271,83
961168;7;6;2027;Concedente;824271,83
961168;8;11;2027;Concedente;824271,83
961168;9;4;2028;Concedente;549514,55
958400;1;7;2025;Concedente;501801,36
958400;2;8;2025;Concedente;501801,36
958400;3;9;2025;Concedente;501801,36
958400;4;11;2025;Concedente;501801,36
958400;5;12;2025;Concedente;501801,36
958400;6;10;2025;Concedente;501801,36
958400;7;1;2026;Concedente;334534,22
958400;8;7;2025;Convenente;5193,36
958400;9;8;2025;Convenente;5193,36
958400;10;9;2025;Convenente;5193,36
958400;11;10;2025;Convenente;5193,36
958400;12;11;2025;Convenente;5193,36
958400;13;12;2025;Convenente;5193,36
958400;14;1;2026;Convenente;3462,21
957749;1;7;2025;Concedente;1700653,7
957749;2;8;2025;Concedente;1700653,7
957749;3;9;2025;Concedente;1700653,7
957749;4;10;2025;Concedente;1700653,7
957749;5;11;2025;Concedente;1700653,7
957749;6;12;2025;Concedente;1700653,7
957749;7;1;2026;Concedente;1133769,16
957749;8;7;2025;Convenente;17226,19
957749;9;8;2025;Convenente;17226,19
957749;10;9;2025;Convenente;17226,19
957749;11;10;2025;Convenente;17226,19
957749;12;11;2025;Convenente;17226,19
957749;13;12;2025;Convenente;17226,19
957749;14;1;2026;Convenente;11484,15
958433;1;4;2026;Concedente;1122757,85
958433;2;10;2025;Concedente;1684136,77
958433;3;11;2025;Concedente;1684136,77
958433;4;12;2025;Concedente;1684136,77
958433;5;1;2026;Concedente;1684136,77
958433;6;2;2026;Concedente;1684136,77
958433;7;3;2026;Concedente;1684136,82
958433;8;8;2025;Convenente;130124,59
962075;1;6;2025;Concedente;1707658,24
962075;2;7;2025;Concedente;1707658,24
962075;3;8;2025;Concedente;1707658,24
962075;4;9;2025;Concedente;1707658,24
962075;5;10;2025;Concedente;1707658,24
962075;6;11;2025;Concedente;1707658,24
962075;7;12;2025;Concedente;1138438,86
962075;8;6;2025;Convenente;17249,07
962075;9;8;2025;Convenente;17249,07
962075;10;9;2025;Convenente;17249,07
962075;11;10;2025;Convenente;17249,07
962075;12;11;2025;Convenente;17249,07
962075;13;7;2025;Convenente;17249,07
962075;14;12;2025;Convenente;11499,4
965608;1;11;2024;Concedente;1799799,69
965608;2;11;2024;Convenente;121198,63
965608;3;2;2025;Concedente;1799799,69
965608;4;5;2025;Concedente;1799799,69
965608;5;8;2025;Concedente;1799799,69
965608;6;11;2025;Concedente;1799799,69
965608;7;2;2026;Concedente;1799799,69
965608;8;5;2026;Concedente;1199866,43
958413;1;11;2024;Concedente;384205
958413;2;11;2024;Convenente;15368,2
962510;1;8;2024;Convenente;93941,03
962510;2;7;2025;Concedente;1395024,24
962510;3;8;2025;Concedente;1395024,24
962510;4;9;2025;Concedente;1395024,24
962510;5;10;2025;Concedente;1395024,24
962510;6;11;2025;Concedente;1395024,24
962510;7;12;2025;Concedente;1395024,24
962510;8;1;2026;Concedente;930016,16
958346;1;8;2025;Concedente;1214711,47
958346;2;9;2025;Concedente;1214711,47
958346;3;10;2025;Concedente;1214711,47
958346;4;11;2025;Concedente;1214711,47
958346;5;12;2025;Concedente;1214711,47
958346;6;1;2026;Concedente;1214711,47
958346;7;2;2026;Concedente;809807,63
958346;8;8;2025;Convenente;12269,81
958346;9;9;2025;Convenente;12269,81
958346;10;10;2025;Convenente;12269,81
958346;11;11;2025;Convenente;12269,81
958346;12;12;2025;Convenente;12269,81
958346;13;1;2026;Convenente;12269,81
958346;14;2;2026;Convenente;8179,9
959335;1;12;2024;Concedente;897700
959335;2;12;2024;Convenente;2300
958326;1;10;2025;Concedente;478358,23
958326;2;11;2025;Concedente;478358,23
958326;3;12;2025;Concedente;478358,23
958326;4;1;2026;Concedente;478358,23
958326;5;2;2026;Concedente;478358,23
958326;6;3;2026;Concedente;478358,23
958326;7;4;2026;Concedente;318905,46
958326;8;10;2025;Convenente;78561,83
960913;1;6;2025;Concedente;474980,25
960913;2;7;2025;Concedente;474980,25
960913;3;8;2025;Concedente;474980,25
960913;4;9;2025;Concedente;474980,25
960913;5;10;2025;Concedente;474980,25
960913;6;11;2025;Concedente;474980,25
960913;7;12;2025;Concedente;316653,51
960913;8;6;2025;Convenente;4834,61
960913;9;7;2025;Convenente;4834,61
960913;10;8;2025;Convenente;4834,61
960913;11;9;2025;Convenente;4834,61
960913;12;10;2025;Convenente;4834,61
960913;13;11;2025;Convenente;4834,61
960913;14;12;2025;Convenente;3223,1
960913;15;1;2026;Convenente;4265,68
961840;1;7;2025;Concedente;1457465,29
961840;2;8;2025;Concedente;1457465,29
961840;3;9;2025;Concedente;1457465,29
961840;4;10;2025;Concedente;1457465,29
961840;5;11;2025;Concedente;1457465,29
961840;6;12;2025;Concedente;1457465,29
961840;7;1;2026;Concedente;971643,51
961840;8;7;2025;Convenente;14721,87
961840;9;8;2025;Convenente;14721,87
961840;10;10;2025;Convenente;14721,87
961840;11;9;2025;Convenente;14721,87
961840;12;11;2025;Convenente;14721,87
961840;13;1;2026;Convenente;9814,59
961840;14;12;2025;Convenente;14721,87
972435;1;12;2024;Convenente;20000
972435;2;12;2024;Concedente;382000
967777;1;10;2024;Convenente;106645,92
967777;2;6;2025;Concedente;1583691,88
967777;3;7;2025;Concedente;1583691,88
967777;4;8;2025;Concedente;1583691,88
967777;5;9;2025;Concedente;1583691,88
967777;6;10;2025;Concedente;1583691,88
967777;7;11;2025;Concedente;1583691,88
967777;8;12;2025;Concedente;1055794,6
960680;1;6;2025;Concedente;862010,91
960680;2;6;2025;Convenente;58047,87
960680;3;7;2025;Concedente;862010,91
960680;4;8;2025;Concedente;862010,91
960680;5;9;2025;Concedente;862010,91
960680;6;10;2025;Concedente;862010,91
960680;7;11;2025;Concedente;862010,92
960680;8;12;2025;Concedente;574673,94
960901;1;8;2025;Convenente;54748,35
960901;2;8;2025;Concedente;804800,78
960901;3;10;2025;Concedente;804800,78
960901;4;12;2025;Concedente;804800,78
960901;5;1;2026;Concedente;804800,78
960901;6;2;2026;Concedente;804800,78
960901;7;3;2026;Concedente;804800,78
960901;8;4;2026;Concedente;536533,85
961059;1;11;2025;Convenente;97260,54
961059;2;11;2025;Concedente;1444319
961059;3;1;2026;Concedente;1444319,02
961059;4;12;2025;Concedente;1444319,02
961059;5;2;2026;Concedente;1444319,02
961059;6;3;2026;Concedente;1444319,02
961059;7;4;2026;Concedente;1444319,02
961059;8;5;2026;Concedente;962879,34
962485;1;7;2025;Concedente;1637567,45
962485;2;8;2025;Concedente;1637567,45
962485;3;9;2025;Concedente;1637567,45
962485;4;10;2025;Concedente;1637567,45
962485;5;11;2025;Concedente;1637567,45
962485;6;12;2025;Concedente;1637567,45
962485;7;1;2026;Concedente;1091711,65
962485;8;7;2025;Convenente;110273,9
959058;1;7;2025;Concedente;836195,58
959058;2;8;2025;Concedente;836195,58
959058;3;9;2025;Concedente;836195,58
959058;4;10;2025;Concedente;836195,58
959058;5;11;2025;Concedente;836195,58
959058;6;12;2025;Concedente;836195,58
959058;7;1;2026;Concedente;557463,71
959058;8;7;2025;Convenente;8572,71
959058;9;8;2025;Convenente;8572,71
959058;10;9;2025;Convenente;8572,71
959058;11;10;2025;Convenente;8572,71
959058;12;11;2025;Convenente;8572,71
959058;13;12;2025;Convenente;8572,71
959058;14;1;2026;Convenente;5715,17
958428;1;11;2024;Concedente;500000
958428;2;12;2024;Concedente;460019
958428;3;12;2024;Convenente;39981
960742;1;6;2025;Concedente;1799799,69
960742;2;8;2025;Concedente;1799799,69
960742;3;10;2025;Concedente;1799799,69
960742;4;1;2026;Concedente;1799799,68
960742;5;5;2026;Concedente;1199866,46
960742;6;12;2025;Concedente;1799799,68
960742;7;3;2026;Concedente;1799799,68
960742;8;6;2025;Convenente;18179,8
960742;9;8;2025;Convenente;18179,8
960742;10;10;2025;Convenente;18179,8
960742;11;12;2025;Convenente;18179,79
960742;12;1;2026;Convenente;18179,79
960742;13;3;2026;Convenente;18179,79
960742;14;5;2026;Convenente;12119,86
964277;1;7;2025;Concedente;1225492,55
964277;2;9;2025;Concedente;1225492,55
964277;3;11;2025;Concedente;1225492,55
964277;4;1;2026;Concedente;1225492,55
964277;5;3;2026;Concedente;1225492,55
964277;6;5;2026;Concedente;1225492,55
964277;7;7;2026;Concedente;816995,04
964277;8;6;2025;Convenente;446012,1
964277;9;9;2025;Convenente;446012,1
964277;10;11;2025;Convenente;446012,1
964277;11;1;2026;Convenente;446012,1
964277;12;3;2026;Convenente;446012,1
964277;13;5;2026;Convenente;446012,1
964277;14;7;2026;Convenente;297341,41
959067;1;1;2025;Convenente;10937,52
959067;2;2;2025;Convenente;16406,29
959067;3;3;2025;Convenente;27343,81
959067;4;7;2025;Concedente;812111,04
959067;5;8;2025;Concedente;812111,04
959067;6;9;2025;Concedente;812111,04
959067;7;10;2025;Concedente;812111,04
959067;8;11;2025;Concedente;812111,04
959067;9;12;2025;Concedente;812111,04
959067;10;1;2026;Concedente;541407,37
959067;11;7;2025;Convenente;37172,85
967367;1;9;2025;Concedente;1799799,68
967367;2;10;2025;Concedente;1799799,68
967367;3;11;2025;Concedente;1799799,68
967367;4;12;2025;Concedente;1799799,68
967367;5;1;2026;Concedente;1799799,68
967367;6;2;2026;Concedente;1799799,68
967367;7;3;2026;Concedente;1199866,49
967367;8;9;2025;Convenente;18180
967367;9;10;2025;Convenente;18180
967367;10;11;2025;Convenente;18180
967367;11;12;2025;Convenente;18180
967367;12;1;2026;Convenente;18180
967367;13;2;2026;Convenente;18180
967367;14;3;2026;Convenente;12120
960624;1;9;2025;Concedente;842105,83
960624;2;10;2025;Concedente;842105,83
960624;3;11;2025;Concedente;842105,83
960624;4;7;2024;Convenente;22682,98
960624;5;9;2024;Convenente;22682,98
960624;6;11;2024;Convenente;11341,5
960624;7;12;2025;Concedente;842105,83
960624;8;1;2026;Concedente;842105,83
960624;9;2;2026;Concedente;842105,83
960624;10;3;2026;Concedente;561403,91
965467;1;10;2024;Convenente;20000
965467;2;1;2025;Convenente;50000
965467;3;4;2025;Convenente;21495,58
965467;4;8;2025;Concedente;1358709,34
965467;5;9;2025;Concedente;1358709,34
965467;6;10;2025;Concedente;1358709,34
965467;7;11;2025;Concedente;1358709,34
965467;8;12;2025;Concedente;1358709,34
965467;9;1;2026;Concedente;1358709,34
965467;10;2;2026;Concedente;905806,21
960885;1;11;2026;Concedente;1735294,62
960885;2;12;2025;Concedente;1735294,62
960885;3;1;2026;Concedente;1735294,62
960885;4;2;2026;Concedente;1735294,62
960885;5;3;2026;Concedente;1735294,62
960885;6;4;2026;Concedente;1735294,62
960885;7;5;2026;Concedente;1156863,07
960885;8;12;2025;Convenente;452712,07
962159;1;6;2025;Concedente;1664036,25
962159;2;7;2025;Convenente;112056,31
962159;3;7;2025;Concedente;1664036,25
962159;4;8;2025;Concedente;1664036,25
962159;5;9;2025;Concedente;1664036,25
962159;6;10;2025;Concedente;1664036,25
962159;7;11;2025;Concedente;1664036,25
962159;8;12;2025;Concedente;1109357,51
962488;1;1;2025;Convenente;55000
962488;2;4;2025;Convenente;29556,88
962488;3;10;2024;Convenente;24962,78
962488;4;7;2025;Concedente;1358709,33
962488;5;8;2025;Concedente;1358709,33
962488;6;9;2025;Concedente;1358709,33
962488;7;10;2025;Concedente;1358709,33
962488;8;11;2025;Concedente;1358709,33
962488;9;12;2025;Concedente;1358709,33
962488;10;1;2026;Concedente;905806,27
959352;1;5;2024;Concedente;955000
959352;2;5;2024;Convenente;795000
962043;1;9;2025;Concedente;482533,19
962043;2;7;2024;Convenente;32493,82
962043;3;12;2025;Concedente;482533,19
962043;4;2;2026;Concedente;482533,19
962043;5;4;2026;Concedente;482533,19
962043;6;6;2026;Concedente;482533,19
962043;7;8;2026;Concedente;482533,19
962043;8;10;2026;Concedente;321688,81
968151;1;10;2025;Concedente;1939323,8
968151;2;8;2025;Concedente;1939323,8
968151;3;9;2025;Concedente;1939323,8
968151;4;12;2024;Convenente;26121,78
968151;5;4;2025;Convenente;52243,56
968151;6;8;2025;Convenente;52243,57
968151;7;11;2025;Concedente;1939323,8
968151;8;12;2025;Concedente;1939323,8
968151;9;1;2026;Concedente;1939323,8
968151;10;2;2026;Concedente;1292882,5
960846;1;11;2025;Concedente;550891,97
960846;2;1;2026;Concedente;550891,97
960846;3;3;2026;Concedente;550891,97
960846;4;5;2026;Concedente;550891,97
960846;5;7;2026;Concedente;550891,97
960846;6;9;2026;Concedente;550891,97
960846;7;11;2026;Concedente;367261,33
960846;8;11;2026;Convenente;37097,1
974814;1;6;2025;Concedente;1684136,78
974814;2;7;2025;Concedente;1684136,78
974814;3;8;2025;Concedente;1684136,78
974814;4;9;2025;Concedente;1684136,78
974814;5;10;2025;Concedente;1684136,78
974814;6;11;2025;Concedente;1684136,78
974814;7;12;2025;Concedente;1122757,84
974814;8;6;2025;Convenente;1247508,72
965530;1;6;2025;Convenente;23100
965530;2;7;2025;Convenente;30800
965530;3;8;2025;Convenente;24916,39
965530;4;6;2025;Concedente;1170423,33
965530;5;7;2025;Concedente;1170423,33
965530;6;8;2025;Concedente;1170423,33
965530;7;9;2025;Concedente;1170423,33
965530;8;10;2025;Concedente;1170423,33
965530;9;11;2025;Concedente;1170423,33
965530;10;12;2025;Concedente;780282,2
962567;1;12;2024;Convenente;53407,78
962567;2;6;2025;Concedente;793105,46
962567;3;7;2025;Concedente;793105,46
962567;4;8;2025;Concedente;793105,46
962567;5;9;2025;Concedente;793105,46
962567;6;10;2025;Concedente;793105,46
962567;7;11;2025;Concedente;793105,46
962567;8;12;2025;Concedente;528736,97
959122;1;6;2024;Concedente;1241500
959122;2;5;2025;Convenente;178500
962146;1;9;2024;Concedente;477500
962146;2;9;2024;Convenente;1000
959327;1;12;2024;Concedente;668500
959327;2;12;2024;Convenente;6685
958918;1;7;2024;Convenente;34266,41
958918;2;8;2024;Convenente;45688,54
958918;3;9;2024;Convenente;34266,42
958918;4;1;2026;Concedente;1684608,07
958918;5;2;2026;Concedente;1684608,07
975136;1;7;2025;Concedente;1800000
975136;2;9;2025;Concedente;1350000
975136;3;11;2025;Concedente;1350000
975136;4;7;2025;Convenente;18000
975136;5;9;2025;Convenente;13500
975136;6;11;2025;Convenente;13500
975039;1;8;2025;Concedente;1300000
975039;2;8;2025;Convenente;26000
975041;1;12;2025;Concedente;401800
975041;2;12;2025;Convenente;8200
975042;1;7;2025;Concedente;2300000
975042;2;7;2025;Convenente;23000
975009;1;12;2025;Concedente;400000
975009;2;12;2025;Convenente;10000
976471;1;12;2025;Concedente;380329
976471;2;12;2025;Convenente;4000
976014;1;9;2025;Concedente;958959
976014;2;9;2025;Convenente;1100
976012;1;12;2025;Convenente;1000
976012;2;12;2025;Concedente;384205
982797;1;1;2026;Concedente;964912
982797;2;2;2026;Convenente;51120
